season,week,celebrity_name,ballroom_partner,partner_total_seasons_rank,partner_avg_placement_rank,partner_final_rate_rank,celebrity_industry_rank,celebrity_homestate_rank,celebrity_homecountry/region_rank,celebrity_age_during_season_rank,age_group_rank,results_rank,placement_rank,week1_judge1_score_rank,week1_judge2_score_rank,week1_judge3_score_rank,week1_judge4_score_rank,week2_judge1_score_rank,week2_judge2_score_rank,week2_judge3_score_rank,week2_judge4_score_rank,week3_judge1_score_rank,week3_judge2_score_rank,week3_judge3_score_rank,week3_judge4_score_rank,week4_judge1_score_rank,week4_judge2_score_rank,week4_judge3_score_rank,week4_judge4_score_rank,week5_judge1_score_rank,week5_judge2_score_rank,week5_judge3_score_rank,week5_judge4_score_rank,week6_judge1_score_rank,week6_judge2_score_rank,week6_judge3_score_rank,week6_judge4_score_rank,week7_judge1_score_rank,week7_judge2_score_rank,week7_judge3_score_rank,week7_judge4_score_rank,week8_judge1_score_rank,week8_judge2_score_rank,week8_judge3_score_rank,week8_judge4_score_rank,week9_judge1_score_rank,week9_judge2_score_rank,week9_judge3_score_rank,week9_judge4_score_rank,week10_judge1_score_rank,week10_judge2_score_rank,week10_judge3_score_rank,week10_judge4_score_rank,week11_judge1_score_rank,week11_judge2_score_rank,week11_judge3_score_rank,week11_judge4_score_rank,week_total_judge_rank,season_total_weeks_rank,weekly_contestant_count_rank,weekly_sum_judge_rank,weekly_mean_judge_rank,weekly_std_judge_rank,judge_pct_rank,judge_share_rank,judge_zscore_rank,rank_pct_rank,popularity_deviation_rank,judge_rank_interaction_rank,judge_popularity_interaction_rank,rank_popularity_interaction_rank,cumulative_weeks_rank,relative_cumulative_weeks_rank,week_total_judge_change_rank,week_total_judge_trend_rank,survival_advantage_rank,weekly_judge_rank_rank,weekly_judge_rank_pct_rank,weekly_judge_share_rank_rank,weekly_judge_share_rank_pct_rank,composite_attractiveness_rank,elimination_week_rank,is_eliminated_this_week_rank,judge_rank,fan_rank,rank_sum,predicted_eliminated_rank,partner_total_seasons_percent,partner_avg_placement_percent,partner_final_rate_percent,celebrity_industry_percent,celebrity_homestate_percent,celebrity_homecountry/region_percent,celebrity_age_during_season_percent,age_group_percent,results_percent,placement_percent,week1_judge1_score_percent,week1_judge2_score_percent,week1_judge3_score_percent,week1_judge4_score_percent,week2_judge1_score_percent,week2_judge2_score_percent,week2_judge3_score_percent,week2_judge4_score_percent,week3_judge1_score_percent,week3_judge2_score_percent,week3_judge3_score_percent,week3_judge4_score_percent,week4_judge1_score_percent,week4_judge2_score_percent,week4_judge3_score_percent,week4_judge4_score_percent,week5_judge1_score_percent,week5_judge2_score_percent,week5_judge3_score_percent,week5_judge4_score_percent,week6_judge1_score_percent,week6_judge2_score_percent,week6_judge3_score_percent,week6_judge4_score_percent,week7_judge1_score_percent,week7_judge2_score_percent,week7_judge3_score_percent,week7_judge4_score_percent,week8_judge1_score_percent,week8_judge2_score_percent,week8_judge3_score_percent,week8_judge4_score_percent,week9_judge1_score_percent,week9_judge2_score_percent,week9_judge3_score_percent,week9_judge4_score_percent,week10_judge1_score_percent,week10_judge2_score_percent,week10_judge3_score_percent,week10_judge4_score_percent,week11_judge1_score_percent,week11_judge2_score_percent,week11_judge3_score_percent,week11_judge4_score_percent,season_total_weeks_percent,weekly_contestant_count_percent,weekly_sum_judge_percent,weekly_mean_judge_percent,weekly_std_judge_percent,judge_pct_percent,judge_share_percent,judge_zscore_percent,rank_pct_percent,popularity_deviation_percent,judge_rank_interaction_percent,judge_popularity_interaction_percent,rank_popularity_interaction_percent,cumulative_weeks_percent,relative_cumulative_weeks_percent,week_total_judge_change_percent,week_total_judge_trend_percent,survival_advantage_percent,weekly_judge_rank_percent,weekly_judge_rank_pct_percent,weekly_judge_share_rank_percent,weekly_judge_share_rank_pct_percent,composite_attractiveness_percent,elimination_week_percent,is_eliminated_this_week_percent,judge_percent,fan_votes_relative,combined_percent,predicted_eliminated_percent,week_total_judge,age_group_label,region_label,judge_adjustment_factor,judge_adjustment_note,judge_score_original,judge_score_adjusted,week_judge1_weight,week_judge2_weight,week_judge3_weight,week_judge4_weight,week_total_judge_weighted,judge_score_weighted_adjusted,judge_score_final_adjusted,judge_score_final_percent,fan_votes_relative_percent
8,5,Ty Murray,Chelsie Hightower,7,7.285714285714286,0.0,Athlete,Arizona,United States,39,35-44,Eliminated Week 10,4,,,,,,,,,,,,,,,,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,11,9,210.0,23.33333333333333,3.4641016151377544,0.7241379310344828,0.1,-0.6735753140545631,0.3333333333333333,-0.3908045977011494,0.2413793103448276,-0.2829964328180737,-0.1302681992337165,5,0.4545454545454545,-4.0,23.0,0.0,7,0.7777777777777778,7,0.7777777777777778,0.733872432789598,10.0,False,7,6,13,False,7,7.285714285714286,0.0,Athlete,Arizona,United States,39,35-44,Eliminated Week 10,4,,,,,,,,,,,,,,,,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,11,9,210.0,23.33333333333333,3.4641016151377544,0.7241379310344828,0.1,-0.6735753140545631,0.3333333333333333,-0.3908045977011494,0.2413793103448276,-0.2829964328180737,-0.1302681992337165,5,0.4545454545454545,-4.0,23.0,0.0,7,0.7777777777777778,7,0.7777777777777778,0.5947415726153171,10.0,False,0.1,0.5962411180887335,0.2044835058224797,False,21.0,35-44,others,1.0,无显著单向影响,21.0,21.0,1.0071428364796515,0.964285817601742,1.0285713459186065,1.0,21.0,21.0,21.0,0.09926783613961605,0.10448350582247978
8,6,Chuck Wicks,Julianne Hough,5,4.2,0.4,Singer/Rapper,Delaware,United States,29,25-34,Eliminated Week 8,6,,,,,,,,,,,,,,,,,,,,,8.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,23.0,11,8,186.0,23.25,4.367084676466507,0.8214285714285714,0.1236559139784946,-0.0572464283431939,0.5,-0.3214285714285714,0.4107142857142857,-0.2640306122448979,-0.1607142857142857,6,0.5454545454545454,0.0,23.0,0.0,5,0.625,5,0.625,0.8573561885712421,8.0,False,5,3,8,False,5,4.2,0.4,Singer/Rapper,Delaware,United States,29,25-34,Eliminated Week 8,6,,,,,,,,,,,,,,,,,,,,,8.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,11,8,186.0,23.25,4.367084676466507,0.8214285714285714,0.1236559139784946,-0.0572464283431939,0.5,-0.3214285714285714,0.4107142857142857,-0.2640306122448979,-0.1607142857142857,6,0.5454545454545454,0.0,23.0,0.0,5,0.625,5,0.625,0.6550204932858729,8.0,False,0.1236559139784946,0.7269376321947427,0.2679991927129811,False,23.0,25-34,others,1.0,无显著单向影响,23.0,23.0,0.9882353190310891,0.9529412761243564,1.0588234048445544,1.0,23.047058723875644,23.047058723875644,23.047058723875644,0.12371710880627915,0.1443432787344865
8,6,Gilles Marini,Cheryl Burke,25,5.8,0.32,Actor/Actress,Unknown,France,33,25-34,2nd Place,2,,,,,,,,,,,,,,,,,,,,,9.0,8.0,9.0,,,,,,,,,,,,,,,,,,,,,,26.0,11,8,186.0,23.25,4.367084676466507,0.9285714285714286,0.1397849462365591,0.6297107117751328,0.75,-0.1785714285714286,0.6964285714285714,-0.1658163265306123,-0.1339285714285714,6,0.5454545454545454,-3.0,27.5,0.0,3,0.375,3,0.375,0.827255731992852,,False,3,5,8,False,25,5.8,0.32,Actor/Actress,Unknown,France,33,25-34,2nd Place,2,,,,,,,,,,,,,,,,,,,,,9.0,8.0,9.0,,,,,,,,,,,,,,,,,,,,,,11,8,186.0,23.25,4.367084676466507,0.9285714285714286,0.1397849462365591,0.6297107117751328,0.75,-0.1785714285714286,0.6964285714285714,-0.1658163265306123,-0.1339285714285714,6,0.5454545454545454,-3.0,27.5,0.0,3,0.375,3,0.375,0.756844842720952,,False,0.1397849462365591,0.8598715476673946,0.3105240481676019,False,26.0,25-34,others,1.0,无显著单向影响,26.0,26.0,0.9882353190310891,0.9529412761243564,1.0588234048445544,1.0,26.047058723875644,26.047058723875644,26.047058723875644,0.13982117357504473,0.17073910193104275
8,6,Lawrence Taylor,Edyta Sliwinska,11,7.545454545454546,0.1818181818181818,Athlete,Virginia,United States,50,45-54,Eliminated Week 7,7,,,,,,,,,,,,,,,,,,,,,7.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,22.0,11,8,186.0,23.25,4.367084676466507,0.7857142857142857,0.1182795698924731,-0.2862321417159695,0.375,-0.4107142857142857,0.2946428571428571,-0.322704081632653,-0.1540178571428571,6,0.5454545454545454,2.0,21.0,0.0,6,0.75,6,0.75,0.4956501240764863,7.0,False,6,8,14,False,11,7.545454545454546,0.1818181818181818,Athlete,Virginia,United States,50,45-54,Eliminated Week 7,7,,,,,,,,,,,,,,,,,,,,,7.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,11,8,186.0,23.25,4.367084676466507,0.7857142857142857,0.1182795698924731,-0.2862321417159695,0.375,-0.4107142857142857,0.2946428571428571,-0.322704081632653,-0.1540178571428571,6,0.5454545454545454,2.0,21.0,0.0,6,0.75,6,0.75,0.3899789626968898,7.0,False,0.1182795698924731,0.3809201165461707,0.1939164005132701,False,22.0,45-54,others,1.0733044097246225,age:45-54,22.0,23.612697013941695,0.9882353190310891,0.9529412761243564,1.0588234048445544,1.0,22.058823404844553,23.67583243375637,23.67583243375637,0.12709237965588455,0.07563683062079703
8,6,Lil' Kim,Derek Hough,17,2.9411764705882355,0.5294117647058824,Singer/Rapper,New York,United States,34,25-34,Eliminated Week 9,5,,,,,,,,,,,,,,,,,,,,,10.0,8.0,10.0,,,,,,,,,,,,,,,,,,,,,,28.0,11,8,186.0,23.25,4.367084676466507,1.0,0.1505376344086021,1.087682138520684,1.0,0.0,1.0,0.0,0.0,6,0.5454545454545454,2.0,27.0,0.0,1,0.125,1,0.125,0.9286825800036886,9.0,False,1,1,2,False,17,2.9411764705882355,0.5294117647058824,Singer/Rapper,New York,United States,34,25-34,Eliminated Week 9,5,,,,,,,,,,,,,,,,,,,,,10.0,8.0,10.0,,,,,,,,,,,,,,,,,,,,,,11,8,186.0,23.25,4.367084676466507,1.0,0.1505376344086021,1.087682138520684,1.0,0.0,1.0,0.0,0.0,6,0.5454545454545454,2.0,27.0,0.0,1,0.125,1,0.125,0.8641800434135657,9.0,False,0.1505376344086021,1.0,0.3491011319382192,False,28.0,25-34,United States - New York,1.0,无显著单向影响,28.0,28.0,0.9882353190310891,0.9529412761243564,1.0588234048445544,1.0,28.094117447751287,28.094117447751287,28.094117447751287,0.15080982899996473,0.1985634975296171
8,6,Melissa Rycroft,Tony Dovolani,21,7.666666666666667,0.1428571428571428,TV Personality,Texas,United States,26,25-34,3rd Place,3,,,,,,,,,,,,,,,,,,,,,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,27.0,11,8,186.0,23.25,4.367084676466507,0.9642857142857144,0.1451612903225806,0.8586964251479084,0.875,-0.0892857142857143,0.84375,-0.0860969387755102,-0.078125,6,0.5454545454545454,2.0,26.0,0.0,2,0.25,2,0.25,0.8561023426345284,,False,2,4,6,False,21,7.666666666666667,0.1428571428571428,TV Personality,Texas,United States,26,25-34,3rd Place,3,,,,,,,,,,,,,,,,,,,,,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,11,8,186.0,23.25,4.367084676466507,0.9642857142857144,0.1451612903225806,0.8586964251479084,0.875,-0.0892857142857143,0.84375,-0.0860969387755102,-0.078125,6,0.5454545454545454,2.0,26.0,0.0,2,0.25,2,0.25,0.7771712481196894,,False,0.1451612903225806,0.8864081145311131,0.3211695857825118,False,27.0,25-34,United States - Texas,1.0,无显著单向影响,27.0,27.0,0.9882353190310891,0.9529412761243564,1.0588234048445544,1.0,27.0,27.0,27.0,0.14493658291889033,0.17600829545993124
8,6,Shawn Johnson,Mark Ballas,21,5.190476190476191,0.4761904761904761,Athlete,Iowa,United States,17,<25,1st Place,1,,,,,,,,,,,,,,,,,,,,,8.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,26.0,11,8,186.0,23.25,4.367084676466507,0.9285714285714286,0.1397849462365591,0.6297107117751328,0.75,-0.1785714285714286,0.6964285714285714,-0.1658163265306123,-0.1339285714285714,6,0.5454545454545454,0.0,26.0,0.0,3,0.375,3,0.375,0.8674637304001009,,False,3,2,5,False,21,5.190476190476191,0.4761904761904761,Athlete,Iowa,United States,17,<25,1st Place,1,,,,,,,,,,,,,,,,,,,,,8.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,11,8,186.0,23.25,4.367084676466507,0.9285714285714286,0.1397849462365591,0.6297107117751328,0.75,-0.1785714285714286,0.6964285714285714,-0.1658163265306123,-0.1339285714285714,6,0.5454545454545454,0.0,26.0,0.0,3,0.375,3,0.375,0.7874920945410769,,False,0.1397849462365591,0.8998822052903348,0.3184687042836729,False,26.0,<25,others,0.9380668743242466,age:<25,26.0,24.389738732430413,0.9882353190310891,0.9529412761243564,1.0588234048445544,1.0,26.01176468096891,24.40077478993434,24.40077478993434,0.13098388587505508,0.17868375804711378
8,6,Steve-O,Lacey Schwimmer,6,6.166666666666667,0.3333333333333333,TV Personality,Unknown,England,34,25-34,Eliminated Week 6,8,,,,,,,,,,,,,,,,,,,,,7.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,16.0,11,8,186.0,23.25,4.367084676466507,0.5714285714285714,0.086021505376344,-1.660146421952623,0.125,-0.4464285714285714,0.0714285714285714,-0.2551020408163265,-0.0558035714285714,6,0.5454545454545454,-2.0,17.0,0.0,8,1.0,8,1.0,0.6531205248559693,6.0,True,8,7,15,True,6,6.166666666666667,0.3333333333333333,TV Personality,Unknown,England,34,25-34,Eliminated Week 6,8,,,,,,,,,,,,,,,,,,,,,7.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,11,8,186.0,23.25,4.367084676466507,0.5714285714285714,0.086021505376344,-1.660146421952623,0.125,-0.4464285714285714,0.0714285714285714,-0.2551020408163265,-0.0558035714285714,6,0.5454545454545454,-2.0,17.0,0.0,8,1.0,8,1.0,0.0982028353170574,6.0,True,0.086021505376344,0.0,0.086021505376344,True,16.0,25-34,others,1.0,无显著单向影响,16.0,16.0,0.9882353190310891,0.9529412761243564,1.0588234048445544,1.0,16.023529361937822,16.023529361937822,16.023529361937822,0.08601465155628796,0.0
8,6,Ty Murray,Chelsie Hightower,7,7.285714285714286,0.0,Athlete,Arizona,United States,39,35-44,Eliminated Week 10,4,,,,,,,,,,,,,,,,,,,,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,18.0,11,8,186.0,23.25,4.367084676466507,0.6428571428571429,0.0967741935483871,-1.202174995207072,0.25,-0.3928571428571429,0.1607142857142857,-0.2525510204081633,-0.0982142857142857,6,0.5454545454545454,-3.0,19.5,0.0,7,0.875,7,0.875,0.7109244202926024,10.0,False,7,6,13,False,7,7.285714285714286,0.0,Athlete,Arizona,United States,39,35-44,Eliminated Week 10,4,,,,,,,,,,,,,,,,,,,,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,11,8,186.0,23.25,4.367084676466507,0.6428571428571429,0.0967741935483871,-1.202174995207072,0.25,-0.3928571428571429,0.1607142857142857,-0.2525510204081633,-0.0982142857142857,6,0.5454545454545454,-3.0,19.5,0.0,7,0.875,7,0.875,0.314325414102616,10.0,False,0.0967741935483871,0.2821527540259769,0.1527994312253988,False,18.0,35-44,others,1.0,无显著单向影响,18.0,18.0,0.9882353190310891,0.9529412761243564,1.0588234048445544,1.0,18.0,18.0,18.0,0.09662438861259355,0.05602523767701172
8,7,Chuck Wicks,Julianne Hough,5,4.2,0.4,Singer/Rapper,Delaware,United States,29,25-34,Eliminated Week 8,6,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,27.0,11,7,182.0,26.0,2.70801280154532,0.9310344827586208,0.1483516483516483,0.3692744729379982,0.7142857142857143,-0.2167487684729063,0.6650246305418719,-0.2018005775437404,-0.1548205489092188,7,0.6363636363636364,4.0,25.0,0.0,3,0.4285714285714285,3,0.4285714285714285,0.8851808716843216,8.0,False,3,2,5,False,5,4.2,0.4,Singer/Rapper,Delaware,United States,29,25-34,Eliminated Week 8,6,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,11,7,182.0,26.0,2.70801280154532,0.9310344827586208,0.1483516483516483,0.3692744729379982,0.7142857142857143,-0.2167487684729063,0.6650246305418719,-0.2018005775437404,-0.1548205489092188,7,0.6363636363636364,4.0,25.0,0.0,3,0.4285714285714285,3,0.4285714285714285,0.7274238768035366,8.0,False,0.1483516483516483,0.8904383624952232,0.3371116019166845,False,27.0,25-34,others,1.0,无显著单向影响,27.0,27.0,1.0499997375013779,0.9500002624986221,1.0,1.0,27.0,27.0,27.0,0.1484289092196665,0.18875995356503622
8,7,Gilles Marini,Cheryl Burke,25,5.8,0.32,Actor/Actress,Unknown,France,33,25-34,2nd Place,2,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,27.0,11,7,182.0,26.0,2.70801280154532,0.9310344827586208,0.1483516483516483,0.3692744729379982,0.7142857142857143,-0.2167487684729063,0.6650246305418719,-0.2018005775437404,-0.1548205489092188,7,0.6363636363636364,1.0,26.5,0.0,3,0.4285714285714285,3,0.4285714285714285,0.3982541287178663,,False,3,7,10,False,25,5.8,0.32,Actor/Actress,Unknown,France,33,25-34,2nd Place,2,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,11,7,182.0,26.0,2.70801280154532,0.9310344827586208,0.1483516483516483,0.3692744729379982,0.7142857142857143,-0.2167487684729063,0.6650246305418719,-0.2018005775437404,-0.1548205489092188,7,0.6363636363636364,1.0,26.5,0.0,3,0.4285714285714285,3,0.4285714285714285,0.7355117560919724,,False,0.1483516483516483,0.9011303750528968,0.3393781527290818,False,27.0,25-34,others,1.0,无显著单向影响,27.0,27.0,1.0499997375013779,0.9500002624986221,1.0,1.0,27.0,27.0,27.0,0.1484289092196665,0.19102650437743351
8,7,Lawrence Taylor,Edyta Sliwinska,11,7.545454545454546,0.1818181818181818,Athlete,Virginia,United States,50,45-54,Eliminated Week 7,7,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,21.0,11,7,182.0,26.0,2.70801280154532,0.7241379310344828,0.1153846153846153,-1.846372364689991,0.1428571428571429,-0.5812807881773399,0.103448275862069,-0.4209274673008323,-0.0830401125967628,7,0.6363636363636364,-1.0,21.5,0.0,7,1.0,7,1.0,0.6785001083172506,7.0,True,7,5,12,True,11,7.545454545454546,0.1818181818181818,Athlete,Virginia,United States,50,45-54,Eliminated Week 7,7,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,11,7,182.0,26.0,2.70801280154532,0.7241379310344828,0.1153846153846153,-1.846372364689991,0.1428571428571429,-0.5812807881773399,0.103448275862069,-0.4209274673008323,-0.0830401125967628,7,0.6363636363636364,-1.0,21.5,0.0,7,1.0,7,1.0,0.0538595734689635,7.0,True,0.1153846153846153,0.0,0.1153846153846153,True,21.0,45-54,others,1.0733044097246225,age:45-54,21.0,22.53939260421707,1.0499997375013779,0.9500002624986221,1.0,1.0,21.0,22.53939260421707,22.53939260421707,0.12390731328584288,0.0
8,7,Lil' Kim,Derek Hough,17,2.9411764705882355,0.5294117647058824,Singer/Rapper,New York,United States,34,25-34,Eliminated Week 9,5,,,,,,,,,,,,,,,,,,,,,,,,,9.0,8.0,9.0,,,,,,,,,,,,,,,,,,26.0,11,7,182.0,26.0,2.70801280154532,0.896551724137931,0.1428571428571428,0.0,0.4285714285714286,-0.4679802955665024,0.3842364532019705,-0.4195685408527263,-0.2005629838142153,7,0.6363636363636364,-2.0,27.0,0.0,5,0.7142857142857143,5,0.7142857142857143,0.6125363320308115,9.0,False,5,6,11,False,17,2.9411764705882355,0.5294117647058824,Singer/Rapper,New York,United States,34,25-34,Eliminated Week 9,5,,,,,,,,,,,,,,,,,,,,,,,,,9.0,8.0,9.0,,,,,,,,,,,,,,,,,,11,7,182.0,26.0,2.70801280154532,0.896551724137931,0.1428571428571428,0.0,0.4285714285714286,-0.4679802955665024,0.3842364532019705,-0.4195685408527263,-0.2005629838142153,7,0.6363636363636364,-2.0,27.0,0.0,5,0.7142857142857143,5,0.7142857142857143,0.563486753156871,9.0,False,0.1428571428571428,0.6737168064248674,0.2856752855305776,False,26.0,25-34,United States - New York,1.0,无显著单向影响,26.0,26.0,1.0499997375013779,0.9500002624986221,1.0,1.0,26.049999737501377,26.049999737501377,26.049999737501377,0.1432064091188862,0.14281814267343482
8,7,Melissa Rycroft,Tony Dovolani,21,7.666666666666667,0.1428571428571428,TV Personality,Texas,United States,26,25-34,3rd Place,3,,,,,,,,,,,,,,,,,,,,,,,,,10.0,9.0,10.0,,,,,,,,,,,,,,,,,,29.0,11,7,182.0,26.0,2.70801280154532,1.0,0.1593406593406593,1.1078234188139946,1.0,0.0,1.0,0.0,0.0,7,0.6363636363636364,2.0,28.0,0.0,1,0.1428571428571428,1,0.1428571428571428,0.9152681109121644,,False,1,1,2,False,21,7.666666666666667,0.1428571428571428,TV Personality,Texas,United States,26,25-34,3rd Place,3,,,,,,,,,,,,,,,,,,,,,,,,,10.0,9.0,10.0,,,,,,,,,,,,,,,,,,11,7,182.0,26.0,2.70801280154532,1.0,0.1593406593406593,1.1078234188139946,1.0,0.0,1.0,0.0,0.0,7,0.6363636363636364,2.0,28.0,0.0,1,0.1428571428571428,1,0.1428571428571428,0.8103008182588705,,False,0.1593406593406593,1.0,0.3713260830549805,False,29.0,25-34,United States - Texas,1.0,无显著单向影响,29.0,29.0,1.0499997375013779,0.9500002624986221,1.0,1.0,29.04999973750138,29.04999973750138,29.04999973750138,0.15969851014329364,0.2119854237143212
8,7,Shawn Johnson,Mark Ballas,21,5.190476190476191,0.4761904761904761,Athlete,Iowa,United States,17,<25,1st Place,1,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,10.0,,,,,,,,,,,,,,,,,,28.0,11,7,182.0,26.0,2.70801280154532,0.9655172413793104,0.1538461538461538,0.7385489458759964,0.8571428571428572,-0.1083743842364531,0.8275862068965518,-0.1046373365041617,-0.0928923293455313,7,0.6363636363636364,2.0,27.0,0.0,2,0.2857142857142857,2,0.2857142857142857,0.856093287366567,,False,2,3,5,False,21,5.190476190476191,0.4761904761904761,Athlete,Iowa,United States,17,<25,1st Place,1,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,10.0,,,,,,,,,,,,,,,,,,11,7,182.0,26.0,2.70801280154532,0.9655172413793104,0.1538461538461538,0.7385489458759964,0.8571428571428572,-0.1083743842364531,0.8275862068965518,-0.1046373365041617,-0.0928923293455313,7,0.6363636363636364,2.0,27.0,0.0,2,0.2857142857142857,2,0.2857142857142857,0.8090512263736283,,False,0.1538461538461538,0.9983480648446276,0.3654813913866148,False,28.0,<25,others,0.9380668743242466,age:<25,28.0,26.265872481078905,1.0499997375013779,0.9500002624986221,1.0,1.0,28.0,26.265872481078905,26.265872481078905,0.14439314081738508,0.21163523754046099
8,7,Ty Murray,Chelsie Hightower,7,7.285714285714286,0.0,Athlete,Arizona,United States,39,35-44,Eliminated Week 10,4,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,24.0,11,7,182.0,26.0,2.70801280154532,0.8275862068965517,0.1318681318681318,-0.7385489458759964,0.2857142857142857,-0.541871921182266,0.2364532019704433,-0.4484457278749788,-0.1548205489092188,7,0.6363636363636364,6.0,21.0,0.0,6,0.8571428571428571,6,0.8571428571428571,0.748914769495409,10.0,False,6,4,10,False,7,7.285714285714286,0.0,Athlete,Arizona,United States,39,35-44,Eliminated Week 10,4,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,11,7,182.0,26.0,2.70801280154532,0.8275862068965517,0.1318681318681318,-0.7385489458759964,0.2857142857142857,-0.541871921182266,0.2364532019704433,-0.4484457278749788,-0.1548205489092188,7,0.6363636363636364,6.0,21.0,0.0,6,0.8571428571428571,6,0.8571428571428571,0.2457474360212839,10.0,False,0.1318681318681318,0.2536718666174993,0.1856428699974452,False,24.0,35-44,others,1.0,无显著单向影响,24.0,24.0,1.0499997375013779,0.9500002624986221,1.0,1.0,24.0,24.0,24.0,0.1319368081952591,0.053774738129313354
8,8,Chuck Wicks,Julianne Hough,5,4.2,0.4,Singer/Rapper,Delaware,United States,29,25-34,Eliminated Week 8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,8.5,8.5,,,,,,,,,,,,,,25.5,11,6,156.0,26.0,1.7606816861659011,0.9107142857142856,0.1634615384615384,-0.2839809171235323,0.3333333333333333,-0.5773809523809523,0.3035714285714286,-0.525829081632653,-0.1924603174603174,8,0.7272727272727273,-1.5,26.25,0.0,5,0.8333333333333334,5,0.8333333333333334,0.8390615476760847,8.0,True,5,3,8,False,5,4.2,0.4,Singer/Rapper,Delaware,United States,29,25-34,Eliminated Week 8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,8.5,8.5,,,,,,,,,,,,,,11,6,156.0,26.0,1.7606816861659011,0.9107142857142856,0.1634615384615384,-0.2839809171235323,0.3333333333333333,-0.5773809523809523,0.3035714285714286,-0.525829081632653,-0.1924603174603174,8,0.7272727272727273,-1.5,26.25,0.0,5,0.8333333333333334,5,0.8333333333333334,0.1311310287031268,8.0,True,0.1634615384615384,0.0,0.1634615384615384,True,25.5,25-34,others,1.0,无显著单向影响,25.5,25.5,1.0499998312505694,0.9750000843747154,0.9750000843747152,1.0,25.5,25.5,25.5,0.16516807362247943,0.0
8,8,Gilles Marini,Cheryl Burke,25,5.8,0.32,Actor/Actress,Unknown,France,33,25-34,2nd Place,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,9.5,,,,,,,,,,,,,,27.5,11,6,156.0,26.0,1.7606816861659011,0.9821428571428572,0.1762820512820513,0.851942751370597,0.8333333333333334,-0.1488095238095237,0.8184523809523809,-0.1461522108843536,-0.1240079365079364,8,0.7272727272727273,0.5,27.25,0.0,2,0.3333333333333333,2,0.3333333333333333,0.8254848233421596,,False,2,5,7,False,25,5.8,0.32,Actor/Actress,Unknown,France,33,25-34,2nd Place,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,9.5,,,,,,,,,,,,,,11,6,156.0,26.0,1.7606816861659011,0.9821428571428572,0.1762820512820513,0.851942751370597,0.8333333333333334,-0.1488095238095237,0.8184523809523809,-0.1461522108843536,-0.1240079365079364,8,0.7272727272727273,0.5,27.25,0.0,2,0.3333333333333333,2,0.3333333333333333,0.7556189595038296,,False,0.1762820512820513,0.9770525205216544,0.4114222038341831,False,27.5,25-34,others,1.0,无显著单向影响,27.5,27.5,1.0499998312505694,0.9750000843747154,0.9750000843747152,1.0,27.487500042187357,27.487500042187357,27.487500042187357,0.17804146786925126,0.23514015255213183
